date,open,high,low,close,volume,adjclose,daily_return,MA_10,MA_50,RSI,BB_upper,BB_lower
2025-02-27 14:30:00,135.0,135.00999450683594,120.01000213623048,120.1500015258789,443175800,120.13060760498048,-0.08478067996267913,133.54344100952147,133.69461624145507,40.706073712493975,144.2811379542196,115.3309508214152
2025-02-28 14:30:00,118.0199966430664,125.08999633789062,116.4000015258789,124.91999816894533,389091100,124.89983367919922,0.03970034089814267,132.50660858154296,133.50804626464844,45.03031821212342,144.27480263610613,115.36428198913802
2025-03-03 14:30:00,123.51000213623048,123.6999969482422,112.27999877929688,114.05999755859376,411381400,114.04158782958984,-0.08693563097528534,130.02800827026368,133.14930435180665,32.77415425495002,145.03981172929414,113.9983695756375
2025-03-04 14:30:00,110.6500015258789,119.30999755859376,110.11000061035156,115.98999786376952,398163300,115.97127532958984,0.016920910491736496,127.68738555908203,132.86135070800782,35.45595888787584,145.12576564882244,113.84542575742755
2025-03-05 14:30:00,117.58000183105467,118.27999877929688,114.51000213623048,117.3000030517578,284337900,117.28106689453124,0.011294103313246984,125.49474029541015,132.62918823242188,37.95265295581597,145.2657681626926,113.57044475844998
2025-03-06 14:30:00,113.52999877929688,115.3499984741211,110.22000122070312,110.56999969482422,321181900,110.55215454101562,-0.05737424233671751,122.54121704101563,132.22705352783203,29.40688647564771,146.57892380574177,110.83151930949262
2025-03-07 14:30:00,111.25,113.4800033569336,107.55999755859376,112.69000244140624,341755500,112.67181396484376,0.01917338863840712,120.36756896972656,131.78692474365235,27.671576941092837,147.16457254437606,108.64713094683489
2025-03-10 13:30:00,109.9000015258789,111.8499984741211,105.45999908447266,106.9800033569336,366487400,106.96273040771484,-0.0506700243497481,118.03794479370117,131.13323043823243,24.568574844547328,148.13985942744569,105.38621402836486
2025-03-11 13:30:00,106.98999786376952,112.23999786376952,104.7699966430664,108.76000213623048,354865700,108.74244689941406,0.016638659885694684,116.2512336730957,130.50413192749022,26.687091277178013,148.08742081499238,102.95805266523223
2025-03-12 13:30:00,114.12000274658205,116.76000213623048,112.87999725341795,115.73999786376952,323857500,115.73196411132812,0.06427588684278285,114.6985481262207,130.02062301635743,32.95611246236244,147.36849867574315,101.97231324442285
2025-03-13 13:30:00,117.02999877929688,117.76000213623048,113.79000091552734,115.58000183105467,299033100,115.5719757080078,-0.0013824046325389139,114.24268493652343,129.59230514526368,35.71491886555029,146.72577339237353,101.06035255367142
2025-03-14 13:30:00,118.61000061035156,121.87999725341795,118.1500015258789,121.66999816894533,277593500,121.66155242919922,0.05269077286155177,113.91885681152344,129.2761801147461,43.666286528786586,145.4206498569164,101.00481553615
2025-03-17 13:30:00,122.73999786376952,122.88999938964844,118.02999877929688,119.52999877929688,255501500,119.52169799804688,-0.01758858397271912,114.46686782836915,128.98124755859374,44.659597789569446,143.24279638771887,101.25207971091393
2025-03-18 13:30:00,118.0,119.0199966430664,114.54000091552734,115.43000030517578,299686900,115.42198181152344,-0.034301020276589655,114.4119384765625,128.5239337158203,37.96797451056132,140.6148216494069,101.48450238623764
2025-03-19 13:30:00,117.2699966430664,120.4499969482422,115.68000030517578,117.5199966430664,273426200,117.51183319091795,0.01810618173934242,114.43501510620118,127.98523666381836,47.693637479761655,137.60187107290926,102.32788432870205
2025-03-20 13:30:00,116.5500030517578,120.1999969482422,116.47000122070312,118.52999877929688,248829700,118.52176666259766,0.008594312966243134,115.23197631835937,127.36755462646484,43.98449181776447,133.76480524884087,104.00838811053413
2025-03-21 13:30:00,116.94000244140624,117.98999786376952,115.41999816894533,117.6999969482422,266498500,117.69182586669922,-0.007002433555188814,115.73397750854492,126.91904373168946,54.24592130858904,131.01223458183463,105.08931189643685
2025-03-24 13:30:00,119.87999725341795,122.22000122070312,119.33999633789062,121.41000366210938,228452500,121.40157318115234,0.03152085786021264,117.17786178588867,126.54532745361328,56.065299627983144,129.36207472386076,105.85373185572907
2025-03-25 13:30:00,120.5500030517578,121.29000091552734,118.91999816894533,120.69000244140624,167447200,120.68162536621094,-0.005930300539574662,118.37177963256836,126.24119842529296,53.84892379559544,128.38944634951744,106.23356695614665
2025-03-26 13:30:00,118.7300033569336,118.83999633789062,112.70999908447266,113.76000213623048,293463300,113.75210571289062,-0.05741984028051117,118.17379379272461,125.85207061767578,53.60549324004402,125.44775529678677,107.42458662215856
2025-03-27 13:30:00,111.3499984741211,114.4499969482422,110.66000366210938,111.43000030517578,236902100,111.4222640991211,-0.02048174492391408,117.75882263183594,125.44574142456055,48.59872686668581,125.1018206484348,106.89968691992459
2025-03-28 13:30:00,111.48999786376952,112.87000274658205,109.06999969482422,109.66999816894533,229872500,109.66238403320312,-0.015794689509740945,116.55890579223633,124.91462875366211,53.32166686661496,123.73423049835505,106.74353210540473
2025-03-31 13:30:00,105.12999725341795,110.95999908447266,103.6500015258789,108.37999725341795,299212700,108.37247467041016,-0.01176255079775046,115.44398345947266,124.41110931396484,49.53923062641184,123.9807600045686,105.93009128327321
2025-04-01 13:30:00,108.5199966430664,110.1999969482422,106.47000122070312,110.1500015258789,222614000,110.14234924316406,0.016331403136604195,114.91602020263672,123.86020080566406,41.998279608600036,123.92458147321881,105.4033772059804
2025-04-02 13:30:00,107.29000091552734,111.9800033569336,106.79000091552734,110.41999816894533,220601200,110.4123306274414,0.0024512041565529774,114.20606994628906,123.25230209350586,42.6369831320789,123.68140690404296,104.95967814844728
2025-04-03 13:30:00,103.51000213623048,105.62999725341795,101.5999984741211,101.8000030517578,338769400,101.79293060302734,-0.07806555640509083,112.53318634033204,122.34723510742188,23.556031497751633,124.69316655440687,103.07199610428452
2025-04-04 13:30:00,98.91000366210938,100.12999725341795,92.11000061035156,94.30999755859376,532273800,94.30345153808594,-0.07357563065110018,110.1943489074707,121.28937927246093,20.619762427069517,126.88221740636165,99.04610900965399
2025-04-07 13:30:00,87.45999908447266,101.75,86.62000274658203,97.63999938964844,611041300,97.63321685791016,0.035309050363649064,107.81751327514648,120.3901042175293,28.896796173850774,127.81745002939007,97.17792503164509
2025-04-08 13:30:00,103.80999755859376,105.8499984741211,94.45999908447266,96.3000030517578,476243400,96.29331970214844,-0.013723783758059827,105.37868270874023,119.94795288085938,24.371991685223946,128.76828486907843,94.98217747223018
2025-04-09 13:30:00,98.88999938964844,115.0999984741211,97.52999877929688,114.33000183105467,612918300,114.32205963134766,0.18722731737741682,105.43567810058593,119.65501022338867,46.40534058311344,128.64169835229873,94.96777354101182
2025-04-10 13:30:00,109.37000274658205,110.86000061035156,99.1500015258789,107.56999969482422,437812400,107.56253051757812,-0.05912707604784995,105.04970474243164,119.33266021728515,42.128980737844145,128.24495588664078,94.5635714876268
2025-04-11 13:30:00,108.5,111.5500030517578,107.4800033569336,110.93000030517578,313417300,110.92229461669922,0.03123545051380172,105.17569580078126,119.05850860595703,41.812491669668965,127.00092752541607,94.7336740676015
2025-04-14 13:30:00,114.11000061035156,114.29000091552734,109.06999969482422,110.70999908447266,264705000,110.70230865478516,-0.001983243879638774,105.40867919921875,118.87154235839844,42.14172175133623,126.03763377574866,94.81502888294274
2025-04-15 13:30:00,110.97000122070312,113.62000274658205,110.5,112.1999969482422,228966900,112.19220733642578,0.013458605333035445,105.61366500854493,118.78256301879883,48.656555896050584,125.72464345895082,94.8050417522308
2025-04-16 13:30:00,104.5500030517578,106.79000091552734,100.4499969482422,104.48999786376952,397016900,104.48274230957033,-0.06871658210393727,105.02070617675781,118.49960083007812,44.53025974586715,124.88428782029109,94.34248830275578
2025-04-17 13:30:00,104.4499969482422,104.47000122070312,100.0500030517578,101.48999786376952,290833400,101.48294830322266,-0.028710904212866373,104.98970794677734,118.03306274414062,43.67655619905051,123.83970320047084,93.68319108663854
2025-04-21 13:30:00,98.7699966430664,99.44000244140624,95.04000091552734,96.91000366210938,288501100,96.9032745361328,-0.04512751988054364,105.24969024658203,117.39794403076172,41.56245253745899,123.07188312716634,92.3721560268864
2025-04-22 13:30:00,98.77999877929688,99.80999755859376,97.27999877929688,98.88999938964844,241004800,98.88313293457033,0.02043128478284073,105.37468185424805,116.77922607421876,41.742443707737735,120.99513773739216,92.19705739200236
2025-04-23 13:30:00,104.5199966430664,104.8000030517578,102.0199966430664,102.70999908447266,247526000,102.70286560058594,0.03862875854209724,106.0156364440918,116.162314453125,44.625676660174186,118.55608702243451,92.83823213039751
2025-04-24 13:30:00,103.4800033569336,106.54000091552734,103.11000061035156,106.43000030517578,220815000,106.422607421875,0.036218481339705066,105.22569122314454,115.63519500732421,53.46401369391166,117.6285673345637,93.03280198916677
2025-04-25 13:30:00,106.8499984741211,111.91999816894533,105.7300033569336,111.01000213623048,251064700,111.0022964477539,0.04303304661315366,105.56966781616211,115.23286422729493,63.06321297059027,117.56513519132173,93.05423736727201
2025-04-28 13:30:00,109.69000244140624,110.37000274658205,106.0199966430664,108.7300033569336,207708500,108.72245025634766,-0.020538729957531254,105.34968338012695,114.70195007324219,58.81979222618855,117.45490401406235,93.07047516684585
2025-04-29 13:30:00,107.66999816894533,110.1999969482422,107.44000244140624,109.0199966430664,170444300,109.0124282836914,0.002667140288505676,105.18069534301758,114.10564682006836,60.287927870420106,117.52456646844797,93.06480807378836
2025-04-30 13:30:00,104.47000122070312,108.91999816894533,104.08000183105467,108.91999816894533,235044600,108.91243743896484,-0.0009172426144508083,104.85271835327148,113.49634552001953,43.83686667188193,117.37247020920123,93.09391315261519
2025-05-01 13:30:00,113.08000183105467,114.94000244140624,111.3000030517578,111.61000061035156,236121500,111.6022491455078,0.024697011377147193,105.56466903686524,112.94424011230468,55.072827272441586,117.54993476573887,93.03544044788418
2025-05-02 13:30:00,114.18000030517578,115.4000015258789,113.37000274658205,114.5,190194800,114.49205017089844,0.02589375256786175,106.8655792236328,112.43233337402344,54.536217903661296,118.72531691985081,93.12997025055934
2025-05-05 13:30:00,112.91000366210938,114.66999816894533,112.66000366210938,113.81999969482422,133163200,113.81209564208984,-0.005938879841819955,108.55646133422852,112.02040939331054,53.90605744311479,118.92034833284544,94.8858032479651
2025-05-06 13:30:00,111.4800033569336,114.73999786376952,110.81999969482422,113.54000091552734,158525600,113.53211975097656,-0.0024599836206665726,110.02136001586913,111.6858723449707,51.73575867454355,119.22689243229752,96.16914943781967
2025-05-07 13:30:00,113.0500030517578,117.68000030517578,112.27999877929688,117.05999755859376,206758800,117.05187225341795,0.03100226182829746,111.45626068115234,111.49471862792969,68.2650487053626,119.66372215560035,97.80817496964379
2025-05-08 13:30:00,118.25,118.68000030517578,115.8499984741211,117.37000274658205,198428100,117.36185455322266,0.002648247258562275,112.55018539428711,111.21677932739257,75.03154681123435,120.21993046135312,97.55594615607852
2025-05-09 13:30:00,117.3499984741211,118.2300033569336,115.20999908447266,116.6500015258789,132972200,116.64189910888672,-0.006134492736815433,113.1141456604004,111.1470051574707,85.42712095290234,121.1670554501735,97.516758026389
2025-05-12 13:30:00,121.97000122070312,123.0,120.27999877929688,123.0,225023300,122.99146270751952,0.05443638732858247,114.54104690551758,111.10883773803711,87.40303099386172,123.2494340587445,96.64129622690004
2025-05-13 13:30:00,124.9800033569336,131.22000122070312,124.47000122070312,129.92999267578125,330430100,129.9209747314453,0.05634140672352639,116.63190155029297,111.42642547607421,88.5115908323481,126.93735938167904,94.8752375116315
2025-05-14 13:30:00,133.1999969482422,135.44000244140625,131.67999267578125,135.33999633789062,281180800,135.33059692382812,0.041637789460591934,119.27371749877929,111.81361190795899,89.03590576231234,131.46939917477044,92.65703667728035
2025-05-15 13:30:00,134.2899932861328,136.3000030517578,132.66000366210938,134.8300018310547,226632600,134.8206329345703,-0.003768283011009288,121.59555587768554,112.16440322875977,86.13469548475601,135.1171861604295,92.04303875412128
2025-05-16 13:30:00,136.22000122070312,136.35000610351562,133.4600067138672,135.39999389648438,226542500,135.39059448242188,0.004227554310089587,123.68541030883789,112.6611720275879,92.67199988280434,138.10269762727324,92.44829190519746
2025-05-19 13:30:00,132.38999938964844,135.8699951171875,132.38999938964844,135.57000732421875,193154600,135.5605926513672,0.0012556128407235079,125.86026000976562,113.11894760131835,92.64375467678957,140.03200013689818,94.38472120709598
2025-05-20 13:30:00,134.2899932861328,134.5800018310547,132.6199951171875,134.3800048828125,161514200,134.37066650390625,-0.00877781753670237,127.9441146850586,113.6671063232422,89.50959411525253,141.32045848198533,96.6450162189424
2025-05-21 13:30:00,133.05999755859375,137.39999389648438,130.58999633789062,131.8000030517578,270608700,131.7908477783203,-0.019199270143613778,129.41801223754882,114.12807434082032,81.4387876529786,142.08908866787843,98.78518425082272
2025-05-22 13:30:00,132.22999572753906,134.25,131.5500030517578,132.8300018310547,187344000,132.82078552246094,0.007814941336996561,130.96390533447266,114.46985076904296,80.29750878764766,143.02692999632043,100.4871607324393
2025-05-23 13:30:00,130.0,132.67999267578125,129.16000366210938,131.2899932861328,198821300,131.2808837890625,-0.011593830945518913,132.42780380249025,114.78402893066406,78.07776138104676,143.8143674040216,101.727582058869
2025-05-27 13:30:00,134.14999389648438,135.66000366210938,133.30999755859375,135.5,192953600,135.49058532714844,0.03206637110129407,133.67771606445314,115.06060958862305,81.33557527488607,144.79253803471823,103.42622493525245
2025-05-28 13:30:00,136.02999877929688,137.25,134.7899932861328,134.80999755859375,304021100,134.80064392089844,-0.00509217230543435,134.16568298339843,115.36618850708008,77.5535414928063,145.320481459189,105.47710307450241
2025-05-29 13:30:00,142.25,143.49000549316406,137.91000366210938,139.19000244140625,369241900,139.1803436279297,0.03249019870855574,134.5506576538086,115.8413557434082,80.07165142119868,146.14742952799216,107.67694562459572
2025-05-30 13:30:00,138.72000122070312,139.6199951171875,132.9199981689453,135.1300048828125,333170900,135.12062072753906,-0.02916879492152613,134.58065643310547,116.19353149414063,73.32154759119265,146.2267679839303,109.94944432686073
2025-06-02 13:30:00,135.49000549316406,138.1199951171875,135.39999389648438,137.3800048828125,197663100,137.37046813964844,0.016650659240576182,134.7786437988281,116.57050552368165,70.24211032580317,146.6310040755022,111.83305003216381
2025-06-03 13:30:00,138.77999877929688,142.0,137.9499969482422,141.22000122070312,225578800,141.21018981933594,0.027951580362848505,135.343603515625,117.04087280273437,67.40671169488223,147.18416846611714,114.01969505927345
2025-06-04 13:30:00,142.19000244140625,142.38999938964844,139.5399932861328,141.9199981689453,167120800,141.91014099121094,0.004956803561913636,136.09755096435546,117.45104415893555,61.868680613013915,147.2547405466582,116.78692510275589
2025-06-05 13:30:00,142.1699981689453,144.0,138.8300018310547,139.99000549316406,231397900,139.98028564453125,-0.013599136278775292,136.91649475097657,117.83701736450195,58.85382546068862,147.04900401226215,119.28550297626325
2025-06-06 13:30:00,142.50999450683594,143.27000427246094,141.50999450683594,141.72000122070312,153986200,141.7101593017578,0.01235798062035287,137.80543212890626,118.3961784362793,60.42904850566806,146.60086027021148,122.16847719316743
2025-06-09 13:30:00,143.19000244140625,145.0,141.94000244140625,142.6300048828125,185114500,142.62010192871094,0.006421153087659004,138.9393539428711,119.0201351928711,61.37242293382417,145.17752131338491,126.18963643197642
2025-06-10 13:30:00,142.69000244140625,144.2899932861328,141.52999877929688,143.9600067138672,155881900,143.95001220703125,0.009324844536887644,139.78529663085936,119.70588775634765,65.3624337459073,144.85453465300768,128.60847804230482
2025-06-11 13:30:00,144.61000061035156,144.99000549316406,141.8699951171875,142.8300018310547,167694000,142.8300018310547,-0.007780550753727966,140.588232421875,120.39503829956055,68.57316697473814,145.26963524535103,129.48428015992243
2025-06-12 13:30:00,141.97000122070312,145.0,141.85000610351562,145.0,161651300,145.0,0.01519287363387467,141.17019805908203,121.09219131469726,69.73424021480334,146.38465361731602,129.3362020955746
